epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
199,1.90041,0.894143,0.68308,0.8713,1281024,640512,0.5,0.833333,494.927,2588.31,0.0002624,0.0
200,1.892344,0.895178,0.68398,0.87176,1281024,640512,0.5,0.833333,354.86,3609.94,0.00025772,0.0
201,1.886014,0.896827,0.68008,0.86978,1281024,640512,0.5,0.833333,371.943,3444.14,0.00025308,0.0
202,1.877488,0.897615,0.68468,0.87386,1281024,640512,0.5,0.833333,377.278,3395.44,0.00024846,0.0
203,1.874058,0.898605,0.6831,0.87172,1281024,640512,0.5,0.833333,370.221,3460.16,0.00024388,0.0
204,1.866749,0.900279,0.68528,0.87058,1281024,640512,0.5,0.833333,544.58,2352.32,0.00023932,0.0
205,1.858397,0.900721,0.68716,0.87354,1281024,640512,0.5,0.833333,451.481,2837.38,0.00023479,0.0
206,1.853116,0.901978,0.68832,0.87354,1281024,640512,0.5,0.833333,351.163,3647.94,0.00023029,0.0
207,1.842049,0.903419,0.68912,0.87554,1281024,640512,0.5,0.833333,339.655,3771.54,0.00022582,0.0
208,1.837278,0.904119,0.6862,0.87392,1281024,640512,0.5,0.833333,319.369,4011.11,0.00022139,0.0
209,1.830005,0.905592,0.68688,0.87502,1281024,640512,0.5,0.833333,416.555,3075.28,0.00021698,0.0
210,1.821534,0.906542,0.687,0.87226,1281024,640512,0.5,0.833333,552.29,2319.48,0.00021261,0.0
211,1.816593,0.907493,0.68654,0.87348,1281024,640512,0.5,0.833333,394.856,3244.28,0.00020827,0.0
212,1.808202,0.908622,0.68916,0.87454,1281024,640512,0.5,0.833333,295.908,4329.13,0.00020396,0.0
213,1.804125,0.909202,0.68966,0.87444,1281024,640512,0.5,0.833333,383.547,3339.94,0.00019968,0.0
214,1.797238,0.910517,0.6898,0.87334,1281024,640512,0.5,0.833333,325.033,3941.21,0.00019544,0.0
215,1.785589,0.911977,0.68924,0.87564,1281024,640512,0.5,0.833333,333.989,3835.52,0.00019124,0.0
216,1.780041,0.913083,0.6918,0.87744,1281024,640512,0.5,0.833333,313.676,4083.9,0.00018707,0.0
217,1.774356,0.913646,0.68814,0.8738,1281024,640512,0.5,0.833333,481.337,2661.39,0.00018293,0.0
218,1.765816,0.915022,0.69198,0.8756,1281024,640512,0.5,0.833333,535.299,2393.1,0.00017883,0.0
219,1.759327,0.916049,0.69238,0.87634,1281024,640512,0.5,0.833333,609.099,2103.15,0.00017477,0.0
220,1.755234,0.916473,0.69056,0.87438,1281024,640512,0.5,0.833333,537.418,2383.66,0.00017074,0.0
221,1.746908,0.917831,0.6893,0.87498,1281024,640512,0.5,0.833333,522.19,2453.18,0.00016676,0.0
222,1.740204,0.918994,0.6931,0.87502,1281024,640512,0.5,0.833333,526.476,2433.2,0.00016281,0.0
223,1.736088,0.919628,0.6948,0.87454,1281024,640512,0.5,0.833333,527.33,2429.27,0.00015889,0.0
224,1.729656,0.920357,0.69484,0.87566,1281024,640512,0.5,0.833333,525.493,2437.76,0.00015502,0.0
